$GPGGA,071904.988,3101.5260,N,12126.3848,E,0,00,00026.150,M 
$GPGGA,071909.988,3101.5590,N,12126.3534,E,0,00,-0009.399,M 
$GPGGA,071914.988,3101.5373,N,12126.3626,E,0,00,00053.696,M 
$GPGGA,071919.988,3101.5373,N,12126.3626,E,0,00,00053.696,M 
$GPGGA,071924.988,3101.5381,N,12126.3795,E,0,00,-0008.562,M 
$GPGGA,071929.988,3101.4829,N,12126.4159,E,0,00,-0023.698,M 
$GPGGA,071934.988,3101.4829,N,12126.4159,E,0,00,-0023.698,M 
$GPGGA,071939.988,3101.4829,N,12126.4159,E,0,00,-0023.698,M 
$GPGGA,071944.988,3101.4829,N,12126.4159,E,0,00,-0023.698,M 
$GPGGA,071949.988,3101.4829,N,12126.4159,E,0,00,-0023.698,M 
$GPGGA,072016.000,3101.5038,N,12126.3813,E,1,00,00032.182,M 
$GPGGA,072021.000,3101.5602,N,12126.4767,E,1,00,00254.217,M 
